Product Name,Total_Revenue,Total_Profit,Average_discount
LG G2,"₹7,499.85",₹-374.99,0.4
LG G3,"₹5,095.74",₹411.58,0.1
Laminate Occasional Tables,"₹14,056.66",₹-206.53,0.2333333333333333
Large Capacity Hanging Post Binders,"₹1,279.93",₹-19.46,0.45999999999999996
Laser & Ink Jet Business Envelopes,"₹1,026.45",₹83.23,0.04
"Leather Task Chair, Black","₹6,914.48",₹54.59,0.19999999999999998
Lenovo 17-Key USB Numeric Keypad,"₹1,033.30",₹22.43,0.16
"Lesro Round Back Collection Coffee Table, End Table","₹10,186.29",₹-328.59,0.2875
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table","₹11,476.30",₹-12.13,0.17777777777777778
Letter Size Cart,"₹24,714.78","₹1,252.88",0.05
Letter Size File,"₹1,913.54",₹59.55,0.1
Letter Slitter,₹20.16,₹0.30,0.0
Letter or Legal Size Expandable Poly String Tie Envelopes,₹164.39,₹15.00,0.1
"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite","₹1,047.11",₹52.03,0.05
Lexmark 20R1285 X6650 Wireless All-in-One Printer,"₹2,160.00",₹218.40,0.25
Lexmark MX611dhe Monochrome Laser Printer,"₹93,329.45","₹-4,589.97",0.4
Lexmark MarkNet N8150 Wireless Print Server,"₹2,411.70",₹-506.46,0.7
Lexmark S315 Color Inkjet Printer,₹839.92,₹35.00,0.44999999999999996
Lexmark X 9575 Professional All-in-One Color Printer,"₹1,584.00",₹190.08,0.0
"Lifetime Advantage Folding Chairs, 4/Carton","₹24,359.54",₹972.64,0.14285714285714285
"Linden 10"" Round Wall Clock, Black",₹901.52,₹41.87,0.16666666666666666
"Linden 12"" Wall Clock With Oak Frame",₹305.82,₹30.58,0.0
Lock-Up Easel 'Spel-Binder',"₹6,439.22",₹39.37,0.4857142857142857
Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,"₹6,171.94",₹536.22,0.09333333333333334
"Logitech B530 USBï¿½Headsetï¿½-ï¿½headsetï¿½- Full size, Binaural","₹2,101.03",₹64.73,0.16
Logitech ClearChat Comfort/USB Headset H390,"₹2,501.37",₹160.22,0.06666666666666667
Logitech Desktop MK120 Mouse and keyboard Combo,"₹4,018.02",₹42.54,0.06666666666666667
Logitech G105 Gaming Keyboard,"₹2,683.52",₹78.37,0.12000000000000002
Logitech G13 Programmable Gameboard with LCD Display,"₹4,687.41",₹43.19,0.1
Logitech G19 Programmable Gaming Keyboard,"₹23,582.90",₹729.06,0.025
Logitech G35 7.1-Channel Surround Sound Headset,"₹6,525.50",₹699.35,0.03333333333333333
Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,"₹6,495.19",₹377.55,0.05
Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,"₹8,258.82",₹429.74,0.05
Logitech G600 MMO Gaming Mouse,"₹5,263.34",₹540.73,0.025
Logitech G602 Wireless Gaming Mouse,"₹8,206.97",₹515.14,0.1111111111111111
Logitech G700s Rechargeable Gaming Mouse,"₹11,338.87",₹889.91,0.08888888888888889
Logitech Illuminated Ultrathin Keyboard with Backlighting,₹512.91,₹70.10,0.0
Logitech K350 2.4Ghz Wireless Keyboard,"₹7,266.42",₹47.28,0.08
Logitech Keyboard K120,₹726.00,₹-19.60,0.20000000000000004
Logitech M510 Wireless Mouse,₹575.86,₹52.39,0.13333333333333333
Logitech Media Keyboard K200,"₹2,351.33",₹50.39,0.1
Logitech Mobile Speakerphone P710e -ï¿½speaker phone,"₹8,341.76",₹241.61,0.16
Logitech Trackman Marble Mouse,"₹2,801.07",₹286.70,0.08888888888888889
Logitech Wireless Anywhere Mouse MX for PC and Mac,"₹2,783.54",₹89.98,0.13333333333333333
Logitech Wireless Gaming Headset G930,"₹11,967.25",₹763.15,0.13333333333333333
Logitech Wireless Headset H600 Over-The-Head Design,"₹1,934.55",₹133.27,0.1
Logitech Wireless Headset h800,"₹23,157.68",₹719.93,0.06666666666666667
Logitech Wireless Marathon Mouse M705,"₹6,568.69",₹554.89,0.05
Logitech Wireless Performance Mouse MX for PC and Mac,"₹6,599.34",₹497.95,0.1142857142857143
Logitech Wireless Touch Keyboard K400,"₹3,203.72",₹53.73,0.06666666666666667
Logitech diNovo Edge Keyboard,"₹55,297.79","₹1,432.44",0.04
Logitechï¿½Gaming G510s - Keyboard,"₹10,453.77",₹676.52,0.07500000000000001
Logitechï¿½Illuminated - Keyboard,"₹4,019.33",₹515.91,0.03333333333333333
Logitechï¿½LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,₹463.77,₹62.77,0.03333333333333333
Logitechï¿½MX Performance Wireless Mouse,"₹3,199.18",₹211.82,0.1142857142857143
Logitechï¿½P710e Mobile Speakerphone,"₹71,376.23","₹1,645.36",0.06666666666666668
Logitechï¿½VX Revolution Cordless Laser Mouse for Notebooks (Black),"₹22,390.76",₹21.60,0.08
"Logitechï¿½Wireless Boombox Speaker - portable - wireless, wired",₹766.08,₹148.96,0.1
Logitechï¿½Z-906 Speaker sys - home theater - 5.1-CH,"₹24,749.25","₹2,243.93",0.0
Longer-Life Soft White Bulbs,₹865.48,₹44.72,0.12
Loose Memo Sheets,₹47.45,₹8.58,0.0
Lumber Crayons,₹742.69,₹55.36,0.13333333333333333
Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,₹673.53,₹6.12,0.26666666666666666
Luxo Adjustable Task Clamp Lamp,"₹9,612.49",₹362.47,0.05
Luxo Economy Swing Arm Lamp,"₹1,535.38",₹94.91,0.0
Luxo Professional Combination Clamp-On Lamps,"₹4,398.90",₹345.77,0.0
Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,"₹19,305.28",₹289.58,0.2
Luxo Professional Magnifying Clamp-On Fluorescent Lamps,"₹4,971.68",₹106.09,0.05
Macally Suction Cup Mount,"₹2,602.71",₹-31.07,0.15000000000000002
Magna Visual Magnetic Picture Hangers,₹325.83,₹28.05,0.10000000000000002
Magnifier Swing Arm Lamp,₹671.36,₹65.46,0.0
Manco Dry-Lighter Erasable Highlighter,₹556.32,₹27.97,0.028571428571428574
"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",₹538.02,₹52.37,0.15000000000000002
Martin Yale Chadless Opener Electric Letter Opener,"₹80,949.13","₹-1,299.18",0.10000000000000002
Martin-Yale Premier Letter Opener,₹901.60,₹-12.88,0.08571428571428573
"Master Big Foot Doorstop, Beige",₹817.34,₹42.77,0.03333333333333333
"Master Caster Door Stop, Brown",₹847.34,₹49.38,0.1111111111111111
"Master Caster Door Stop, Gray",₹149.35,₹14.22,0.15
"Master Caster Door Stop, Large Brown",₹237.33,₹14.56,0.19999999999999998
"Master Caster Door Stop, Large Neon Orange",₹794.98,₹42.30,0.17142857142857143
"Master Giant Foot Doorstop, Safety Yellow",₹341.55,₹31.57,0.06666666666666667
Maxell 4.7GB DVD+R 5/Pack,₹31.09,₹4.60,0.08
Maxell 4.7GB DVD+RW 3/Pack,"₹2,105.95",₹88.41,0.05
Maxell 4.7GB DVD-R,"₹7,032.56",₹411.23,0.1272727272727273
Maxell 4.7GB DVD-R 5/Pack,₹115.24,₹7.37,0.08
Maxell 4.7GB DVD-RW 3/Pack,₹388.69,₹41.42,0.1
"Maxell 74 Minute CD-R Spindle, 50/Pack","₹4,235.94",₹181.18,0.0
"Maxell 74 Minute CDR, 10/Pack","₹1,382.89",₹72.57,0.08
Maxell CD-R Discs,₹52.01,₹3.70,0.13333333333333333
Maxell DVD-RAM Discs,"₹2,208.32",₹127.56,0.0
"Maxell Pro 80 Minute CD-R, 10/Pack","₹2,814.28",₹122.36,0.1
Maxellï¿½LTO Ultrium - 800 GB,"₹6,941.52",₹156.46,0.07500000000000001
Maxellï¿½iVDR EX 500GB Cartridge,"₹15,981.32","₹1,184.82",0.0
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",₹163.42,₹-3.89,0.5333333333333333
Mediabridge Sport Armband iPhone 5s,"₹1,300.70",₹-38.96,0.14285714285714285
"Memo Book, 100 Message Capacity, 5 3/8ï¿½ x 11ï¿½",₹405.75,₹36.40,0.06666666666666667
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack","₹2,297.05",₹24.81,0.16
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack","₹2,492.10",₹-32.27,0.1
Memorex Froggy Flash Drive 4 GB,₹435.20,₹42.42,0.08
Memorex Froggy Flash Drive 8 GB,"₹2,694.45",₹189.57,0.07500000000000001
Memorex Micro Travel Drive 16 GB,"₹3,345.11",₹126.16,0.08571428571428573
Memorex Micro Travel Drive 32 GB,"₹1,066.09",₹129.98,0.12000000000000002
Memorex Micro Travel Drive 4 GB,₹443.08,₹37.42,0.06666666666666667
Memorex Micro Travel Drive 8 GB,"₹1,105.00",₹113.10,0.1
Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,"₹6,499.79",₹280.27,0.0
Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,"₹2,000.00",₹109.20,0.0
Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,₹27.23,₹3.57,0.2
Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,"₹2,138.16",₹228.31,0.0
Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,"₹1,000.51",₹53.27,0.16
"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",₹470.29,₹52.01,0.04
"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",₹171.20,₹24.14,0.0
"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",₹501.66,₹54.07,0.16666666666666666
"Metal Folding Chairs, Beige, 4/Carton","₹6,686.18",₹115.74,0.12
Micro Innovations USB RF Wireless Keyboard with Mouse,"₹1,480.00",₹84.50,0.03333333333333333
Micro Innovations Wireless Classic Keyboard with Mouse,₹215.93,₹9.60,0.1
Micropad Numeric Keypads,"₹1,403.30",₹66.97,0.05
Microsoft Arc Touch Mouse,"₹1,438.80",₹91.12,0.1
Microsoft Natural Ergonomic Keyboard 4000,"₹2,345.22",₹107.66,0.04
Microsoft Natural Keyboard Elite,"₹13,568.81",₹20.96,0.15000000000000002
Microsoft Sculpt Comfort Mouse,"₹7,694.37",₹634.41,0.06000000000000001
Microsoft Wireless Mobile Mouse 4000,"₹2,671.33",₹183.95,0.05
"Mini 13-1/2 Capacity Data Binder Rack, Pearl","₹4,187.84",₹287.91,0.08
Mitel 5320 IP Phone VoIP phone,"₹9,071.52",₹211.67,0.2
Mitel MiVoice 5330e IP Phone,"₹37,398.64",₹780.97,0.17777777777777778
Mobile Personal File Cube,"₹2,407.58",₹90.64,0.04
Model L Table or Wall-Mount Pencil Sharpener,"₹2,180.39",₹92.11,0.08
Mophie Juice Pack Helium for iPhone,"₹8,206.97",₹201.57,0.16666666666666666
Motorla HX550 Universal Bluetooth Headset,"₹1,637.37",₹122.60,0.25
Motorola Droid Maxx,"₹15,508.97",₹341.98,0.15000000000000002
Motorola HK250 Universal Bluetooth Headset,"₹4,335.91",₹-91.50,0.13333333333333336
Motorola L703CM,"₹26,487.10",₹467.97,0.16666666666666666
Motorola L804,"₹3,016.94",₹-13.34,0.26666666666666666
Motorola Moto X,"₹7,071.79",₹142.80,0.2
"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",₹980.23,₹93.16,0.04
Multicolor Computer Printout Paper,"₹8,178.30",₹851.38,0.04
Multimedia Mailers,₹651.72,₹149.90,0.0
NETGEAR AC1750 Dual Band Gigabitï¿½Smart WiFi Router,"₹12,671.21",₹723.15,0.04
NETGEAR N750 Dual Band Wi-Fi Gigabit Router,"₹7,254.00",₹622.80,0.05714285714285715
NETGEAR RangeMax WNR1000 Wireless Router,₹179.93,₹12.00,0.2
"Neat Ideas Personal Hanging Folder Files, Black","₹1,356.43",₹58.02,0.1142857142857143
NeatDesk Desktop Scanner & Digital Filing System,₹959.98,₹56.00,0.4
Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,₹189.20,₹3.66,0.43333333333333335
Newell 307,₹95.00,₹3.57,0.06666666666666667
Newell 308,₹21.84,₹2.10,0.0
Newell 309,₹917.07,₹34.65,0.12000000000000002
Newell 31,₹607.11,₹23.62,0.04
Newell 310,₹200.64,₹7.48,0.1142857142857143
Newell 311,₹292.16,₹13.04,0.07500000000000001
Newell 312,"₹1,458.83",₹34.46,0.16363636363636364
Newell 313,₹105.62,₹4.26,0.13333333333333333
Newell 314,₹564.70,₹17.86,0.08571428571428573
Newell 315,₹760.66,₹33.79,0.03333333333333333
Newell 316,₹269.93,₹8.22,0.1
Newell 317,₹450.41,₹13.17,0.1142857142857143
Newell 318,₹327.48,₹14.40,0.04
Newell 319,"₹2,146.69",₹123.01,0.1
Newell 32,₹153.22,₹11.98,0.03333333333333333
Newell 320,₹408.31,₹9.46,0.17142857142857146
Newell 321,₹421.15,₹14.37,0.1
Newell 322,₹95.37,₹6.66,0.06666666666666667
Newell 323,₹114.58,₹3.76,0.06666666666666667
Newell 324,"₹1,025.64",₹72.07,0.028571428571428574
Newell 325,₹848.30,₹29.74,0.10000000000000002
Newell 326,₹173.18,₹7.87,0.06666666666666667
Newell 327,₹238.68,₹10.74,0.0
Newell 328,₹402.96,₹19.74,0.0
Newell 329,₹105.62,₹4.85,0.1
Newell 33,₹161.82,₹8.37,0.13333333333333333
Newell 330,₹203.32,₹11.12,0.05
Newell 331,₹353.06,₹14.62,0.1
Newell 332,₹349.27,₹15.52,0.04
Newell 333,₹362.51,₹18.85,0.05454545454545456
Newell 334,"₹2,714.11",₹135.31,0.03333333333333333
Newell 335,₹109.44,₹10.02,0.0
Newell 336,₹335.55,₹13.78,0.1
Newell 337,₹20.99,₹1.18,0.2
Newell 338,₹99.96,₹6.35,0.0
Newell 339,₹103.42,₹6.12,0.06666666666666667
Newell 34,"₹1,872.90",₹93.25,0.05714285714285715
Newell 340,₹129.60,₹7.52,0.0
Newell 341,₹368.94,₹26.84,0.028571428571428574
Newell 342,₹29.52,₹2.85,0.0
Newell 343,₹286.36,₹13.76,0.05714285714285715
Newell 344,₹161.24,₹8.56,0.06666666666666667
Newell 345,"₹1,412.61",₹94.44,0.06666666666666668
Newell 346,₹77.18,₹8.61,0.04
Newell 347,₹673.67,₹30.30,0.08571428571428573
Newell 348,₹346.37,₹9.71,0.16666666666666666
Newell 349,₹239.44,₹10.04,0.06666666666666667
Newell 35,₹400.16,₹23.29,0.06666666666666668
Newell 350,₹266.99,₹15.74,0.06666666666666667
Newell 351,₹383.10,₹22.11,0.028571428571428574
Newell Chalk Holder,₹293.23,₹36.59,0.05714285714285715
Nokia Lumia 1020,"₹5,759.87",₹144.00,0.2
Nokia Lumia 521 (T-Mobile),"₹2,207.26",₹83.97,0.16
Nokia Lumia 925,"₹5,190.79",₹284.74,0.06666666666666667
Nontoxic Chalk,₹189.38,₹18.23,0.07500000000000001
Nortel Business Series Terminal T7208 Digital phone,"₹3,224.57",₹100.07,0.20000000000000004
Nortel Meridian M3904 Professional Digital phone,"₹17,308.48",₹936.26,0.08
Nortel Meridian M5316 Digital phone,"₹11,549.17",₹253.77,0.2
Nortel Networks T7316 E Nt8 B27,"₹11,639.89",₹397.74,0.06666666666666667
Novimex Fabric Task Chair,"₹10,012.92",₹-131.11,0.1888888888888889
Novimex High-Tech Fabric Mesh Task Chair,"₹5,351.89",₹-133.44,0.15000000000000002
Novimex Swivel Fabric Task Chair,"₹11,851.93",₹-445.39,0.2
Novimex Turbo Task Chair,"₹5,557.73",₹-32.65,0.13333333333333333
Nu-Dell EZ-Mount Plastic Wall Frames,₹74.86,₹0.79,0.3
Nu-Dell Executive Frame,"₹2,806.08",₹98.97,0.16666666666666666
Nu-Dell Float Frame 11 x 14 1/2,₹666.32,₹56.04,0.17142857142857143
Nu-Dell Leatherette Frames,"₹2,047.75",₹81.45,0.06666666666666667
Nu-Dell Oak Frame,₹907.80,₹35.46,0.13333333333333333
O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,"₹30,024.58",₹566.47,0.15
O'Sullivan 2-Shelf Heavy-Duty Bookcases,"₹2,754.49",₹-133.11,0.18333333333333335
O'Sullivan 3-Shelf Heavy-Duty Bookcases,"₹6,683.19",₹147.09,0.16999999999999998
O'Sullivan 4-Shelf Bookcase in Odessa Pine,"₹23,282.60",₹-975.10,0.4214285714285714
O'Sullivan 5-Shelf Heavy-Duty Bookcases,"₹1,327.43",₹-12.29,0.175
O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,"₹4,976.78",₹-78.36,0.15
O'Sullivan Cherrywood Estates Traditional Bookcase,"₹1,784.58",₹27.19,0.1
"O'Sullivan Elevations Bookcase, Cherry Finish","₹7,714.72",₹-68.11,0.2
O'Sullivan Living Dimensions 2-Shelf Bookcases,"₹10,688.58",₹-78.64,0.11000000000000001
O'Sullivan Living Dimensions 3-Shelf Bookcases,"₹15,023.25",₹-170.83,0.2
O'Sullivan Living Dimensions 5-Shelf Bookcases,"₹18,783.30",₹-755.75,0.24
O'Sullivan Manor Hill 2-Door Library in Brianna Oak,"₹5,834.80",₹-285.95,0.2475
O'Sullivan Plantations 2-Door Library in Landvery Oak,"₹16,170.85",₹-767.74,0.332
"OIC #2 Pencils, Medium Soft",₹94.00,₹8.14,0.05714285714285715
OIC Binder Clips,₹858.48,₹60.14,0.028571428571428574
"OIC Binder Clips, Mini, 1/4"" Capacity, Black",₹49.85,₹7.08,0.04
OIC Bulk Pack Metal Binder Clips,₹381.11,₹35.60,0.125
"OIC Colored Binder Clips, Assorted Sizes","₹1,076.15",₹59.28,0.08571428571428573
OIC Stacking Trays,₹484.97,₹26.72,0.16666666666666666
OIC Thumb-Tacks,₹64.98,₹5.14,0.13333333333333333
"Office Impressions End Table, 20-1/2""H x 24""W x 20""D","₹34,902.02",₹-66.83,0.18
Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,"₹13,883.41",₹-167.27,0.04
Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,"₹26,884.89",₹425.76,0.15714285714285717
Office Star - Contemporary Task Swivel Chair,"₹7,302.48",₹155.37,0.18333333333333335
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum","₹2,501.72",₹-158.49,0.25
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal","₹16,045.05",₹-491.18,0.18888888888888888
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,"₹16,975.92",₹231.65,0.1
Office Star - Ergonomically Designed Knee Chair,"₹4,421.51",₹-42.11,0.17142857142857143
Office Star - Mesh Screen back chair with Vinyl seat,"₹7,072.92",₹-130.98,0.14285714285714285
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,"₹31,358.90",₹342.89,0.16
Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,"₹43,310.93","₹1,305.65",0.1
Office Star - Task Chair with Contemporary Loop Arms,"₹2,947.75",₹47.31,0.15000000000000002
Office Star Flex Back Scooter Chair with Aluminum Finish Frame,"₹7,879.51",₹413.65,0.05000000000000001
Office Star Flex Back Scooter Chair with White Frame,"₹6,969.54",₹-228.62,0.21428571428571427
Okidata B400 Printer,"₹1,716.00",₹115.83,0.2
Okidata B401 Printer,₹539.97,₹-251.99,0.7
Okidata C331dn Printer,"₹8,096.80",₹111.68,0.24000000000000005
Okidata C610n Printer,"₹5,386.70",₹-292.05,0.4
Okidata MB491 Multifunction Printer,"₹15,718.50",₹-434.13,0.44999999999999996
Okidata MB760 Printer,"₹27,980.00",₹881.37,0.2
Ooma Telo VoIP Home Phone System,"₹8,718.51",₹314.98,0.12000000000000002
OtterBox Commuter Series Case - Samsung Galaxy S4,"₹2,004.20",₹-55.98,0.15000000000000002
OtterBox Commuter Series Case - iPhone 5 & 5s,"₹1,658.05",₹102.91,0.15000000000000002
OtterBox Defender Series Case - Samsung Galaxy S4,"₹2,693.10",₹122.96,0.15000000000000002
OtterBox Defender Series Case - iPhone 5c,₹355.01,₹3.70,0.30000000000000004
PNY Rapid USB Car Charger - Black,₹19.18,₹-2.08,0.4
"Padded Folding Chairs, Black, 4/Carton","₹8,859.21",₹80.98,0.225
Panasonic Businessï¿½Telephonesï¿½KX-T7736,"₹1,638.18",₹163.82,0.0
Panasonic KP-150 Electric Pencil Sharpener,"₹2,822.95",₹126.81,0.05
Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,₹901.18,₹59.35,0.0
Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,₹179.82,₹26.28,0.06666666666666667
Panasonic KP-380BK Classic Electric Pencil Sharpener,"₹2,921.58",₹111.54,0.10000000000000002
Panasonic KP-4ABK Battery-Operated Pencil Sharpener,₹995.52,₹67.93,0.0
Panasonic KX - TS880B Telephone,"₹2,102.22",₹122.42,0.0
Panasonic KX MB2061 Multifunction Printer,"₹23,964.00",₹179.73,0.2
Panasonic KX MC6040 Color Laser Multifunction Printer,"₹4,589.49",₹-22.50,0.35
Panasonic KX T7731-B Digital phone,"₹2,459.75",₹75.99,0.20000000000000004
Panasonic KX T7736-B Digital phone,"₹2,759.08",₹134.95,0.16
Panasonic KX TS208W Corded phone,"₹8,357.69",₹154.81,0.16666666666666666
Panasonic KX TS3282B Corded phone,"₹1,770.98",₹44.27,0.20000000000000004
Panasonic KX TS3282W Corded phone,"₹7,887.07",₹178.48,0.2285714285714286
Panasonic KX-TG6844B Expandable Digital Cordless Telephone,"₹4,804.07",₹75.23,0.2
Panasonic KX-TG9471B,"₹20,814.14","₹1,168.10",0.05714285714285715
Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,"₹19,798.68","₹1,147.42",0.2
Panasonic Kx-TS550,"₹3,458.45",₹95.20,0.2
Park Ridge Embossed Executive Business Envelopes,₹249.12,₹29.27,0.0
Pastel Pink Envelopes,₹254.80,₹31.45,0.0
PayAnywhere Card Reader,"₹1,398.60",₹17.48,0.2
Peel & Seel Envelopes,₹323.59,₹26.54,0.1
"Peel & Seel Recycled Catalog Envelopes, Brown","₹1,310.86",₹113.48,0.10000000000000002
Peel & Stick Add-On Corner Pockets,₹200.45,₹4.32,0.39999999999999997
Peel-Off China Markers,"₹1,690.09",₹109.43,0.08571428571428573
Pencil and Crayon Sharpener,₹151.11,₹3.77,0.15000000000000002
Penpower WorldCard Pro Card Scanner,₹91.47,₹-1.83,0.5
"Performers Binder/Pad Holder, Black","₹3,251.48",₹106.51,0.3625
"Perixx PERIBOARD-512B, Ergonomic Split Keyboard","₹1,749.50",₹29.39,0.0
"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",₹881.45,₹16.80,0.05
Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,₹164.43,₹19.00,0.03333333333333333
"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White","₹1,169.28",₹55.06,0.13333333333333333
Personal Creations Ink Jet Cards and Labels,"₹3,214.40",₹157.51,0.0
Personal File Boxes with Fold-Down Carry Handle,₹470.52,₹37.39,0.04
"Personal Filing Tote with Lid, Black/Gray","₹2,047.32",₹112.91,0.05
"Personal Folder Holder, Ebony",₹459.61,₹35.87,0.03333333333333333
Petty Cash Envelope,₹781.84,₹94.36,0.13333333333333333
Pizazz Global Quick File,"₹2,083.82",₹94.61,0.03333333333333333
Plantronics 81402,"₹4,117.78",₹112.18,0.15000000000000002
Plantronics Audio 478 Stereo USB Headset,"₹8,238.35",₹514.90,0.06666666666666668
Plantronics Audio 995 Wireless Stereo Headset,"₹13,655.79",₹587.13,0.05
"Plantronics CS 50-USB -ï¿½headsetï¿½- Convertible, Monaural","₹6,473.12",₹178.15,0.12000000000000002
Plantronics CS510 - Over-the-Head monaural Wireless Headset System,"₹50,548.34","₹3,085.03",0.08
Plantronics Calisto P620-M USB Wireless Speakerphone System,"₹10,740.25",₹505.65,0.1
Plantronics Cordlessï¿½Phone Headsetï¿½with In-line Volume - M214C,"₹6,011.40",₹219.84,0.03333333333333333
Plantronics Encore H101 Dual Earpiecesï¿½Headset,"₹2,436.29",₹163.62,0.08571428571428573
Plantronics HL10 Handset Lifter,"₹20,785.41",₹250.54,0.20000000000000004
Plantronics MX500i Earset,"₹1,546.20",₹-6.44,0.05714285714285715
Plantronics S12 Corded Telephone Headset System,"₹9,528.64",₹754.53,0.10000000000000002
Plantronics Savi W720 Multi-Device Wireless Headset System,"₹35,865.75","₹3,696.28",0.05714285714285715
Plantronics Single Ear Headset,₹149.62,₹-21.95,0.7
Plantronics Voyager Pro HD - Bluetooth Headset,"₹9,670.51",₹376.94,0.12000000000000002
Plantronics Voyager Pro Legend,"₹3,831.41",₹173.03,0.20000000000000004
Plastic Binding Combs,"₹1,421.07",₹84.99,0.26
Plastic Stacking Crates & Casters,₹80.35,₹2.68,0.2
Plymouth Boxed Rubber Bands by Plymouth,₹307.09,₹-3.30,0.08
Poly Designer Cover & Back,"₹2,673.79",₹106.34,0.37142857142857144
Poly String Tie Envelopes,₹300.70,₹30.29,0.07272727272727274
Polycom CX300 Desktop Phone USB VoIP phone,"₹5,879.61",₹60.00,0.2
Polycom CX600 IP Phone VoIP phone,"₹26,575.57",₹896.85,0.15000000000000002
Polycom SoundPoint IP 450 VoIP phone,"₹21,637.39",₹162.62,0.23333333333333336
Polycom SoundPoint Pro SE-225 Corded phone,"₹11,756.21",₹276.06,0.15000000000000002
Polycom SoundStation2 EX Conferenceï¿½phone,"₹12,715.43",₹518.34,0.2
Polycom VVX 310 VoIP phone,"₹37,041.94",₹899.95,0.15000000000000002
Polycom VoiceStation 500 Conferenceï¿½phone,"₹13,685.68",₹339.19,0.16
Portable Personal File Box,₹722.83,₹55.31,0.03333333333333333
Portfile Personal File Boxes,₹523.92,₹7.43,0.2
"Post-it ï¿½Important Messageï¿½ Note Pad, Neon Colors, 50 Sheets/Pad",₹380.02,₹28.54,0.1
PowerGen Dual USB Car Charger,₹707.29,₹52.35,0.1
Prang Colored Pencils,₹512.74,₹38.81,0.05714285714285715
Prang Drawing Pencil Set,₹478.16,₹27.08,0.07272727272727274
Prang Dustless Chalk Sticks,₹165.98,₹18.82,0.07500000000000001
Premier Automatic Letter Opener,"₹9,855.17",₹-427.86,0.12000000000000002
Premier Electric Letter Opener,"₹10,149.34",₹-0.00,0.07500000000000001
"Premier Elliptical Ring Binder, Black","₹3,247.95",₹-201.51,0.6444444444444444
Premium Transparent Presentation Covers by GBC,"₹3,937.95",₹284.07,0.21000000000000002
"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""","₹3,187.72",₹90.75,0.2857142857142857
"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",₹579.91,₹19.43,0.08571428571428573
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",₹544.52,₹-11.88,0.45
"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",₹113.21,₹7.16,0.3666666666666667
Pressboard Data Binders by Wilson Jones,₹386.62,₹22.91,0.325
Pressboard Hanging Data Binders for Unburst Sheets,₹557.44,₹-10.14,0.43999999999999995
Presstex Flexible Ring Binders,₹514.15,₹24.57,0.35
Prestige Round Ring Binders,₹279.07,₹18.06,0.375
Prismacolor Color Pencil Set,"₹1,888.77",₹155.55,0.08571428571428573
Project Tote Personal File,"₹1,119.59",₹44.19,0.05
PureGear Roll-On Screen Protector,"₹5,761.12",₹218.29,0.16
Pyle PMP37LED,"₹25,014.99",₹576.90,0.1
Pyle PRT45 Retro Homeï¿½Telephone,₹806.27,₹22.68,0.2
